Environment,Seed,Step,Reward,Runtime_Hours,Runtime_seconds
AcrobotSwingupSparse,45,6,0.140625,0.047802021,172.0872741
AcrobotSwingupSparse,45,13,0.109375,0.047802021,172.0872741
AcrobotSwingupSparse,45,20,0.1875,0.047802021,172.0872741
AcrobotSwingupSparse,45,26,0.078125,0.047802021,172.0872741
AcrobotSwingupSparse,45,33,0.390625,0.047802021,172.0872741
AcrobotSwingupSparse,45,40,0.390625,0.047802021,172.0872741
AcrobotSwingupSparse,45,46,0.0625,0.047802021,172.0872741
AcrobotSwingupSparse,45,53,0.265625,0.047802021,172.0872741
AcrobotSwingupSparse,45,60,0.21875,0.047802021,172.0872741
CheetahRun,45,0,3.669274092,0.094245232,339.2828358
CheetahRun,45,6,256.930542,0.094245232,339.2828358
CheetahRun,45,13,560.4897461,0.094245232,339.2828358
CheetahRun,45,20,736.9943237,0.094245232,339.2828358
CheetahRun,45,26,761.7382202,0.094245232,339.2828358
CheetahRun,45,33,852.4295654,0.094245232,339.2828358
CheetahRun,45,40,876.5784912,0.094245232,339.2828358
CheetahRun,45,46,852.1149902,0.094245232,339.2828358
CheetahRun,45,53,834.4682617,0.094245232,339.2828358
CheetahRun,45,60,887.8894653,0.094245232,339.2828358
FishSwim,45,0,67.04277039,0.138425146,498.330526
FishSwim,45,6,111.7731018,0.138425146,498.330526
FishSwim,45,13,206.6726379,0.138425146,498.330526
FishSwim,45,20,360.2294312,0.138425146,498.330526
FishSwim,45,26,456.6334839,0.138425146,498.330526
FishSwim,45,33,538.1447754,0.138425146,498.330526
FishSwim,45,40,594.0266724,0.138425146,498.330526
FishSwim,45,46,633.7550049,0.138425146,498.330526
FishSwim,45,53,573.9022217,0.138425146,498.330526
FishSwim,45,60,576.6037598,0.138425146,498.330526
HopperHop,45,0,0.088151157,0.147802593,532.0893336
HopperHop,45,6,0.900131464,0.147802593,532.0893336
HopperHop,45,13,0.921837807,0.147802593,532.0893336
HopperHop,45,20,0.586225986,0.147802593,532.0893336
HopperHop,45,26,1.000792623,0.147802593,532.0893336
HopperHop,45,33,0.66691041,0.147802593,532.0893336
HopperHop,45,40,0.491057277,0.147802593,532.0893336
HopperHop,45,46,0.855456352,0.147802593,532.0893336
HopperHop,45,53,3.17E-05,0.147802593,532.0893336
HopperHop,45,60,0.000411325,0.147802593,532.0893336
HopperStand,45,0,2.071371078,0.146762032,528.3433151
HopperStand,45,6,5.411986351,0.146762032,528.3433151
HopperStand,45,13,5.430060387,0.146762032,528.3433151
HopperStand,45,20,4.449753761,0.146762032,528.3433151
HopperStand,45,26,4.785254955,0.146762032,528.3433151
HopperStand,45,33,4.426149368,0.146762032,528.3433151
HopperStand,45,40,0,0.146762032,528.3433151
HopperStand,45,46,0,0.146762032,528.3433151
HopperStand,45,53,0,0.146762032,528.3433151
HopperStand,45,60,0,0.146762032,528.3433151
WalkerRun,45,0,23.41443634,0.170023465,612.0844742
WalkerRun,45,6,66.02984619,0.170023465,612.0844742
WalkerRun,45,13,185.2116547,0.170023465,612.0844742
WalkerRun,45,20,364.2332764,0.170023465,612.0844742
WalkerRun,45,26,530.677124,0.170023465,612.0844742
WalkerRun,45,33,381.3948975,0.170023465,612.0844742
WalkerRun,45,40,622.2490234,0.170023465,612.0844742
WalkerRun,45,46,641.630127,0.170023465,612.0844742
WalkerRun,45,53,610.1019287,0.170023465,612.0844742
WalkerRun,45,60,648.4334717,0.170023465,612.0844742
WalkerStand,45,0,131.4195862,0.134560813,484.4189277
WalkerStand,45,6,327.4602966,0.134560813,484.4189277
WalkerStand,45,13,458.0856934,0.134560813,484.4189277
WalkerStand,45,20,933.0437012,0.134560813,484.4189277
WalkerStand,45,26,944.5531006,0.134560813,484.4189277
WalkerStand,45,33,921.8355713,0.134560813,484.4189277
WalkerStand,45,40,934.5653076,0.134560813,484.4189277
