Environment,Seed,Step,Reward,Runtime_Hours,Runtime_seconds
WalkerWalk,45,0,33.99571228,0.169464362,610.0717014
WalkerWalk,45,6,223.7472076,0.169464362,610.0717014
WalkerWalk,45,13,514.4825439,0.169464362,610.0717014
WalkerWalk,45,20,720.1063232,0.169464362,610.0717014
WalkerWalk,45,26,944.2814331,0.169464362,610.0717014
WalkerWalk,45,33,941.7813721,0.169464362,610.0717014
WalkerWalk,45,40,927.9283447,0.169464362,610.0717014
WalkerWalk,45,46,937.2978516,0.169464362,610.0717014
WalkerWalk,45,53,927.7396851,0.169464362,610.0717014
WalkerWalk,45,60,493.977478,0.169464362,610.0717014
FingerSpin,46,0,0.2265625,0.109517212,394.2619619
FingerSpin,46,6,66.484375,0.109517212,394.2619619
FingerSpin,46,13,362.34375,0.109517212,394.2619619
FingerSpin,46,20,513.7265625,0.109517212,394.2619619
FingerSpin,46,26,566.7265625,0.109517212,394.2619619
FingerSpin,46,33,591.90625,0.109517212,394.2619619
FingerSpin,46,40,594.375,0.109517212,394.2619619
FingerSpin,46,46,595.6015625,0.109517212,394.2619619
FingerSpin,46,53,595.5,0.109517212,394.2619619
FingerSpin,46,60,587.0234375,0.109517212,394.2619619
AcrobotSwingup,46,0,1.130841374,0.050029344,180.1056384
AcrobotSwingup,46,6,1.891887665,0.050029344,180.1056384
AcrobotSwingup,46,13,5.122765541,0.050029344,180.1056384
AcrobotSwingup,46,20,7.758358955,0.050029344,180.1056384
AcrobotSwingup,46,26,11.86077023,0.050029344,180.1056384
AcrobotSwingup,46,33,12.57639313,0.050029344,180.1056384
AcrobotSwingup,46,40,19.34798813,0.050029344,180.1056384
AcrobotSwingup,46,46,17.61097336,0.050029344,180.1056384
AcrobotSwingup,46,53,29.89880943,0.050029344,180.1056384
AcrobotSwingup,46,60,39.68160248,0.050029344,180.1056384
PendulumSwingup,46,0,0.5234375,0.045856281,165.0826127
PendulumSwingup,46,6,0.8671875,0.045856281,165.0826127
PendulumSwingup,46,13,8.5625,0.045856281,165.0826127
PendulumSwingup,46,20,4.4765625,0.045856281,165.0826127
PendulumSwingup,46,26,4.7734375,0.045856281,165.0826127
PendulumSwingup,46,33,3.6171875,0.045856281,165.0826127
PendulumSwingup,46,40,4.0625,0.045856281,165.0826127
PendulumSwingup,46,46,4.609375,0.045856281,165.0826127
PendulumSwingup,46,53,0,0.045856281,165.0826127
PendulumSwingup,46,60,0,0.045856281,165.0826127
CartpoleSwingupSparse,46,0,0,0.051482365,185.3365154
CartpoleSwingupSparse,46,6,0.5078125,0.051482365,185.3365154
CartpoleSwingupSparse,46,13,22.8671875,0.051482365,185.3365154
CartpoleSwingupSparse,46,20,64.2578125,0.051482365,185.3365154
CartpoleSwingupSparse,46,26,3.703125,0.051482365,185.3365154
CartpoleSwingupSparse,46,33,1.1796875,0.051482365,185.3365154
CartpoleSwingupSparse,46,40,0.4296875,0.051482365,185.3365154
CartpoleSwingupSparse,46,46,1.6328125,0.051482365,185.3365154
CartpoleSwingupSparse,46,53,0,0.051482365,185.3365154
CartpoleSwingupSparse,46,60,0,0.051482365,185.3365154
AcrobotSwingupSparse,46,0,0.125,0.047802299,172.0882768
AcrobotSwingupSparse,46,6,0,0.047802299,172.0882768
AcrobotSwingupSparse,46,13,0.125,0.047802299,172.0882768
AcrobotSwingupSparse,46,20,0.1484375,0.047802299,172.0882768
AcrobotSwingupSparse,46,26,0,0.047802299,172.0882768
AcrobotSwingupSparse,46,33,0.734375,0.047802299,172.0882768
AcrobotSwingupSparse,46,40,0.171875,0.047802299,172.0882768
AcrobotSwingupSparse,46,46,0.046875,0.047802299,172.0882768
AcrobotSwingupSparse,46,53,0.3046875,0.047802299,172.0882768
AcrobotSwingupSparse,46,60,0.1796875,0.047802299,172.0882768
CheetahRun,46,0,3.761283398,0.090301559,325.0856137
CheetahRun,46,6,238.6443787,0.090301559,325.0856137
CheetahRun,46,13,569.5784912,0.090301559,325.0856137
CheetahRun,46,20,773.0228882,0.090301559,325.0856137
CheetahRun,46,26,802.9721069,0.090301559,325.0856137
CheetahRun,46,33,862.538208,0.090301559,325.0856137
CheetahRun,46,40,878.5732422,0.090301559,325.0856137
CheetahRun,46,46,887.3751831,0.090301559,325.0856137
CheetahRun,46,53,897.6604004,0.090301559,325.0856137
CheetahRun,46,60,898.2229004,0.090301559,325.0856137
FishSwim,46,0,66.58854675,0.138416922,498.3009196
FishSwim,46,6,119.0280304,0.138416922,498.3009196
FishSwim,46,13,289.9849854,0.138416922,498.3009196
FishSwim,46,20,466.375885,0.138416922,498.3009196
FishSwim,46,26,579.4051514,0.138416922,498.3009196
FishSwim,46,33,534.9249268,0.138416922,498.3009196
FishSwim,46,40,561.0500488,0.138416922,498.3009196
FishSwim,46,46,603.7043457,0.138416922,498.3009196
FishSwim,46,53,538.9524536,0.138416922,498.3009196
FishSwim,46,60,516.1668091,0.138416922,498.3009196
HopperHop,47,0,0.090863988,0.145039929,522.1437458
HopperHop,47,6,0.039515011,0.145039929,522.1437458
HopperHop,47,13,0.870091796,0.145039929,522.1437458
HopperHop,47,20,5.685575962,0.145039929,522.1437458
HopperHop,47,26,20.29892159,0.145039929,522.1437458
HopperHop,47,33,46.54161453,0.145039929,522.1437458
HopperHop,47,40,52.44782639,0.145039929,522.1437458
HopperHop,47,46,59.33309937,0.145039929,522.1437458
HopperHop,47,53,57.24744797,0.145039929,522.1437458
HopperHop,47,60,63.15002823,0.145039929,522.1437458
HopperStand,47,0,2.143434763,0.147053258,529.391729
HopperStand,47,6,3.966973782,0.147053258,529.391729
HopperStand,47,13,3.753268242,0.147053258,529.391729
HopperStand,47,20,3.028246403,0.147053258,529.391729
HopperStand,47,26,0.651088476,0.147053258,529.391729
HopperStand,47,33,0.49361378,0.147053258,529.391729
HopperStand,47,40,0.778673828,0.147053258,529.391729
HopperStand,47,46,0,0.147053258,529.391729
HopperStand,47,53,0,0.147053258,529.391729
HopperStand,47,60,0,0.147053258,529.391729
WalkerWalk,46,0,34.34837341,0.171199108,616.3167879
WalkerWalk,46,6,165.750824,0.171199108,616.3167879
WalkerWalk,46,13,532.5993652,0.171199108,616.3167879
WalkerWalk,46,20,909.1122437,0.171199108,616.3167879
WalkerWalk,46,26,948.4763184,0.171199108,616.3167879
WalkerWalk,46,33,933.730835,0.171199108,616.3167879
WalkerWalk,46,40,935.8685303,0.171199108,616.3167879
WalkerWalk,46,46,940.4755859,0.171199108,616.3167879
WalkerWalk,46,53,819.1738281,0.171199108,616.3167879
WalkerWalk,46,60,902.7024536,0.171199108,616.3167879
WalkerRun,46,0,23.83959579,0.171209266,616.353357
WalkerRun,46,6,55.37102509,0.171209266,616.353357
WalkerRun,46,13,144.5002747,0.171209266,616.353357
WalkerRun,46,20,307.0977783,0.171209266,616.353357
WalkerRun,46,26,370.4146729,0.171209266,616.353357
WalkerRun,46,33,453.8262939,0.171209266,616.353357
WalkerRun,46,40,548.7506714,0.171209266,616.353357
WalkerRun,46,46,598.7254639,0.171209266,616.353357
WalkerRun,46,53,612.5375366,0.171209266,616.353357
WalkerRun,46,60,622.4124756,0.171209266,616.353357
WalkerStand,46,0,133.4585876,0.169242745,609.2738818
WalkerStand,46,6,262.6949768,0.169242745,609.2738818
WalkerStand,46,13,509.5567627,0.169242745,609.2738818
WalkerStand,46,20,934.7543945,0.169242745,609.2738818
WalkerStand,46,26,952.8447266,0.169242745,609.2738818
WalkerStand,46,33,920.1259766,0.169242745,609.2738818
WalkerStand,46,40,940.3300781,0.169242745,609.2738818
WalkerStand,46,46,944.383728,0.169242745,609.2738818
WalkerStand,46,53,914.4246826,0.169242745,609.2738818
WalkerStand,46,60,827.4727783,0.169242745,609.2738818
AcrobotSwingupSparse,47,0,0.171875,0.048631762,175.0743424
AcrobotSwingupSparse,47,6,0.109375,0.048631762,175.0743424
AcrobotSwingupSparse,47,13,0.4140625,0.048631762,175.0743424
AcrobotSwingupSparse,47,20,0.2890625,0.048631762,175.0743424
AcrobotSwingupSparse,47,26,0.15625,0.048631762,175.0743424
AcrobotSwingupSparse,47,33,0,0.048631762,175.0743424
AcrobotSwingupSparse,47,40,0.1328125,0.048631762,175.0743424
AcrobotSwingupSparse,47,46,0.296875,0.048631762,175.0743424
AcrobotSwingupSparse,47,53,0.2265625,0.048631762,175.0743424
AcrobotSwingupSparse,47,60,0.4296875,0.048631762,175.0743424
PendulumSwingup,47,0,0.71875,0.046460631,167.2582702
PendulumSwingup,47,6,5.6953125,0.046460631,167.2582702
PendulumSwingup,47,13,5.2109375,0.046460631,167.2582702
PendulumSwingup,47,20,3.421875,0.046460631,167.2582702
PendulumSwingup,47,26,5.21875,0.046460631,167.2582702
PendulumSwingup,47,33,7.0625,0.046460631,167.2582702
PendulumSwingup,47,40,9.8671875,0.046460631,167.2582702
PendulumSwingup,47,46,6.203125,0.046460631,167.2582702
PendulumSwingup,47,53,185.921875,0.046460631,167.2582702
PendulumSwingup,47,60,526.0859375,0.046460631,167.2582702
FingerSpin,47,0,0.2265625,0.111134474,400.0841058
FingerSpin,47,6,41.0625,0.111134474,400.0841058
FingerSpin,47,13,341.9375,0.111134474,400.0841058
FingerSpin,47,20,497,0.111134474,400.0841058
FingerSpin,47,26,557.9453125,0.111134474,400.0841058
FingerSpin,47,33,585.1484375,0.111134474,400.0841058
FingerSpin,47,40,594.21875,0.111134474,400.0841058
FingerSpin,47,46,599.3125,0.111134474,400.0841058
FingerSpin,47,53,599.0546875,0.111134474,400.0841058
FingerSpin,47,60,432.4375,0.111134474,400.0841058
CartpoleSwingupSparse,47,0,0,0.0491902,177.0847205
CartpoleSwingupSparse,47,6,0,0.0491902,177.0847205
CartpoleSwingupSparse,47,13,11.8828125,0.0491902,177.0847205
CartpoleSwingupSparse,47,20,30.3828125,0.0491902,177.0847205
CartpoleSwingupSparse,47,26,2.234375,0.0491902,177.0847205
CartpoleSwingupSparse,47,33,2.6640625,0.0491902,177.0847205
CartpoleSwingupSparse,47,40,0.6484375,0.0491902,177.0847205
CartpoleSwingupSparse,47,46,0.7421875,0.0491902,177.0847205
CartpoleSwingupSparse,47,53,0.375,0.0491902,177.0847205
CartpoleSwingupSparse,47,60,0.6171875,0.0491902,177.0847205
AcrobotSwingup,47,0,2.608456612,0.046221669,166.3980085
AcrobotSwingup,47,6,2.731406689,0.046221669,166.3980085
AcrobotSwingup,47,13,4.79165411,0.046221669,166.3980085
AcrobotSwingup,47,20,7.209095001,0.046221669,166.3980085
AcrobotSwingup,47,26,10.40559959,0.046221669,166.3980085
AcrobotSwingup,47,33,7.134502888,0.046221669,166.3980085
AcrobotSwingup,47,40,19.05039787,0.046221669,166.3980085
AcrobotSwingup,47,46,31.75337219,0.046221669,166.3980085
AcrobotSwingup,47,53,32.43980408,0.046221669,166.3980085
AcrobotSwingup,47,60,32.358078,0.046221669,166.3980085
HopperStand,46,0,1.286818147,0.148915516,536.0958577
HopperStand,46,6,4.905726433,0.148915516,536.0958577
HopperStand,46,13,5.014890671,0.148915516,536.0958577
HopperStand,46,20,6.507329464,0.148915516,536.0958577
HopperStand,46,26,2.846165657,0.148915516,536.0958577
HopperStand,46,33,7.031343937,0.148915516,536.0958577
HopperStand,46,40,0,0.148915516,536.0958577
HopperStand,46,46,0,0.148915516,536.0958577
HopperStand,46,53,0,0.148915516,536.0958577
HopperStand,46,60,0,0.148915516,536.0958577
HopperHop,46,0,0.026426105,0.147823267,532.163762
HopperHop,46,6,0.055357397,0.147823267,532.163762
HopperHop,46,13,0.117264658,0.147823267,532.163762
HopperHop,46,20,0.08187364,0.147823267,532.163762
HopperHop,46,26,6.04485321,0.147823267,532.163762
HopperHop,46,33,32.3535881,0.147823267,532.163762
HopperHop,46,40,44.19130707,0.147823267,532.163762
HopperHop,46,46,47.6134758,0.147823267,532.163762
HopperHop,46,53,54.68444824,0.147823267,532.163762
HopperHop,46,60,51.48112869,0.147823267,532.163762
FishSwim,47,0,73.03852081,0.138427818,498.3401461
FishSwim,47,6,115.7974701,0.138427818,498.3401461
FishSwim,47,13,190.4172974,0.138427818,498.3401461
FishSwim,47,20,325.8154297,0.138427818,498.3401461
FishSwim,47,26,480.2484131,0.138427818,498.3401461
FishSwim,47,33,532.4249268,0.138427818,498.3401461
FishSwim,47,40,533.2294922,0.138427818,498.3401461
FishSwim,47,46,581.4453125,0.138427818,498.3401461
FishSwim,47,53,558.1779785,0.138427818,498.3401461
FishSwim,47,60,582.7813721,0.138427818,498.3401461
CheetahRun,47,0,3.525660753,0.090650912,326.3432828
CheetahRun,47,6,288.7446289,0.090650912,326.3432828
CheetahRun,47,13,678.9506836,0.090650912,326.3432828
CheetahRun,47,20,867.489502,0.090650912,326.3432828
CheetahRun,47,26,870.1176147,0.090650912,326.3432828
CheetahRun,47,33,898.2956543,0.090650912,326.3432828
CheetahRun,47,40,886.0079346,0.090650912,326.3432828
CheetahRun,47,46,842.6300659,0.090650912,326.3432828
CheetahRun,47,53,889.5471802,0.090650912,326.3432828
CheetahRun,47,60,874.0509033,0.090650912,326.3432828
WalkerStand,47,0,132.8939667,0.155077213,558.2779679
WalkerStand,47,6,368.8357239,0.155077213,558.2779679
WalkerStand,47,13,706.6268311,0.155077213,558.2779679
WalkerStand,47,20,956.067688,0.155077213,558.2779679
WalkerStand,47,26,957.6176758,0.155077213,558.2779679
WalkerStand,47,33,945.7565918,0.155077213,558.2779679
WalkerStand,47,40,948.2545166,0.155077213,558.2779679
WalkerStand,47,46,949.2354736,0.155077213,558.2779679
WalkerStand,47,53,675.2102661,0.155077213,558.2779679
WalkerRun,47,0,23.68740082,0.169743604,611.0769727
WalkerRun,47,6,65.13577271,0.169743604,611.0769727
WalkerRun,47,13,154.5632324,0.169743604,611.0769727
WalkerRun,47,20,295.0097046,0.169743604,611.0769727
WalkerRun,47,26,416.3150024,0.169743604,611.0769727
WalkerRun,47,33,538.0681152,0.169743604,611.0769727
WalkerRun,47,40,602.3447876,0.169743604,611.0769727
WalkerRun,47,46,612.7733154,0.169743604,611.0769727
WalkerRun,47,53,634.1932373,0.169743604,611.0769727
WalkerRun,47,60,607.0567627,0.169743604,611.0769727
WalkerWalk,47,0,32.91784286,0.168961316,608.2607373
WalkerWalk,47,6,210.8006592,0.168961316,608.2607373
WalkerWalk,47,13,532.3814697,0.168961316,608.2607373
WalkerWalk,47,20,905.8653564,0.168961316,608.2607373
WalkerWalk,47,26,954.9794312,0.168961316,608.2607373
WalkerWalk,47,33,940.9378662,0.168961316,608.2607373
WalkerWalk,47,40,831.0864258,0.168961316,608.2607373
WalkerWalk,47,46,928.9703369,0.168961316,608.2607373
WalkerWalk,47,53,895.6817627,0.168961316,608.2607373
WalkerWalk,47,60,900.3457642,0.168961316,608.2607373
AcrobotSwingup,48,0,2.280785084,0.045328086,163.1811079
AcrobotSwingup,48,6,1.991475701,0.045328086,163.1811079
AcrobotSwingup,48,13,6.580381393,0.045328086,163.1811079
AcrobotSwingup,48,20,5.465044022,0.045328086,163.1811079
AcrobotSwingup,48,26,13.37426186,0.045328086,163.1811079
AcrobotSwingup,48,33,13.84940434,0.045328086,163.1811079
AcrobotSwingup,48,40,9.264431,0.045328086,163.1811079
AcrobotSwingup,48,46,17.3954792,0.045328086,163.1811079
AcrobotSwingup,48,53,43.77732849,0.045328086,163.1811079
AcrobotSwingup,48,60,41.06936646,0.045328086,163.1811079
FingerSpin,48,0,0.203125,0.10924054,393.2659428
FingerSpin,48,6,83.8125,0.10924054,393.2659428
FingerSpin,48,13,384.71875,0.10924054,393.2659428
FingerSpin,48,20,518.625,0.10924054,393.2659428
FingerSpin,48,26,566.328125,0.10924054,393.2659428
FingerSpin,48,33,586.015625,0.10924054,393.2659428
FingerSpin,48,40,594.28125,0.10924054,393.2659428
FingerSpin,48,46,593.984375,0.10924054,393.2659428
FingerSpin,48,53,596.7109375,0.10924054,393.2659428
FingerSpin,48,60,602.515625,0.10924054,393.2659428
PendulumSwingup,48,0,0.953125,0.045578801,164.0836842
PendulumSwingup,48,6,0.8359375,0.045578801,164.0836842
PendulumSwingup,48,13,0.3125,0.045578801,164.0836842
PendulumSwingup,48,20,1.1171875,0.045578801,164.0836842
PendulumSwingup,48,26,1.4609375,0.045578801,164.0836842
PendulumSwingup,48,33,2.125,0.045578801,164.0836842
PendulumSwingup,48,40,1.3828125,0.045578801,164.0836842
PendulumSwingup,48,46,0.96875,0.045578801,164.0836842
PendulumSwingup,48,53,1.6484375,0.045578801,164.0836842
PendulumSwingup,48,60,1.3359375,0.045578801,164.0836842
CartpoleSwingupSparse,48,0,0,0.047807708,172.1077479
CartpoleSwingupSparse,48,6,0.2109375,0.047807708,172.1077479
CartpoleSwingupSparse,48,13,25.2265625,0.047807708,172.1077479
CartpoleSwingupSparse,48,20,34.015625,0.047807708,172.1077479
CartpoleSwingupSparse,48,26,28.484375,0.047807708,172.1077479
CartpoleSwingupSparse,48,33,234,0.047807708,172.1077479
CartpoleSwingupSparse,48,40,575.3515625,0.047807708,172.1077479
CartpoleSwingupSparse,48,46,551.78125,0.047807708,172.1077479
CartpoleSwingupSparse,48,53,0.5625,0.047807708,172.1077479
CartpoleSwingupSparse,48,60,0,0.047807708,172.1077479
AcrobotSwingupSparse,48,0,0,0.04780094,172.0833854
AcrobotSwingupSparse,48,6,0,0.04780094,172.0833854
AcrobotSwingupSparse,48,13,0.1171875,0.04780094,172.0833854
AcrobotSwingupSparse,48,20,0,0.04780094,172.0833854
AcrobotSwingupSparse,48,26,0,0.04780094,172.0833854
AcrobotSwingupSparse,48,33,0.1953125,0.04780094,172.0833854
AcrobotSwingupSparse,48,40,0.1640625,0.04780094,172.0833854
AcrobotSwingupSparse,48,46,0,0.04780094,172.0833854
AcrobotSwingupSparse,48,53,0.2890625,0.04780094,172.0833854
AcrobotSwingupSparse,48,60,0,0.04780094,172.0833854
CheetahRun,48,0,3.410366535,0.090584272,326.1033775
CheetahRun,48,6,231.5560303,0.090584272,326.1033775
CheetahRun,48,13,532.7736816,0.090584272,326.1033775
CheetahRun,48,20,721.2503052,0.090584272,326.1033775
CheetahRun,48,26,778.6917725,0.090584272,326.1033775
CheetahRun,48,33,798.6190186,0.090584272,326.1033775
CheetahRun,48,40,837.388916,0.090584272,326.1033775
CheetahRun,48,46,815.2601318,0.090584272,326.1033775
CheetahRun,48,53,859.395752,0.090584272,326.1033775
CheetahRun,48,60,872.0061035,0.090584272,326.1033775
FishSwim,48,0,70.40539551,0.137524854,495.0894754
FishSwim,48,6,117.7971878,0.137524854,495.0894754
FishSwim,48,13,215.9270782,0.137524854,495.0894754
FishSwim,48,20,420.4007263,0.137524854,495.0894754
FishSwim,48,26,504.6167908,0.137524854,495.0894754
FishSwim,48,33,565.7050781,0.137524854,495.0894754
FishSwim,48,40,615.9414673,0.137524854,495.0894754
FishSwim,48,46,662.1055908,0.137524854,495.0894754
FishSwim,48,53,620.3861694,0.137524854,495.0894754
FishSwim,48,60,629.7618408,0.137524854,495.0894754
HopperHop,48,0,0.039325759,0.146479055,527.3245982
HopperHop,48,6,0.582497001,0.146479055,527.3245982
HopperHop,48,13,1.066531658,0.146479055,527.3245982
HopperHop,48,20,1.120789289,0.146479055,527.3245982
HopperHop,48,26,0.636583686,0.146479055,527.3245982
HopperHop,48,33,0.920913458,0.146479055,527.3245982
HopperHop,48,40,0.511979938,0.146479055,527.3245982
HopperHop,48,46,0.400837004,0.146479055,527.3245982
HopperHop,48,53,0.080579087,0.146479055,527.3245982
HopperHop,48,60,0.019375032,0.146479055,527.3245982
HopperStand,48,0,1.907513142,0.145856242,525.0824717
HopperStand,48,6,7.568369865,0.145856242,525.0824717
HopperStand,48,13,45.85369492,0.145856242,525.0824717
HopperStand,48,20,212.6334076,0.145856242,525.0824717
HopperStand,48,26,275.6589661,0.145856242,525.0824717
HopperStand,48,33,426.9213257,0.145856242,525.0824717
HopperStand,48,40,424.7789917,0.145856242,525.0824717
HopperStand,48,46,431.361145,0.145856242,525.0824717
HopperStand,48,53,508.0188293,0.145856242,525.0824717
HopperStand,48,60,414.1199646,0.145856242,525.0824717
WalkerStand,48,0,136.4976807,0.167886159,604.3901712
WalkerStand,48,6,280.6488647,0.167886159,604.3901712
WalkerStand,48,13,805.4551392,0.167886159,604.3901712
WalkerStand,48,20,960.5894165,0.167886159,604.3901712
WalkerStand,48,26,956.4987793,0.167886159,604.3901712
WalkerStand,48,33,912.8883057,0.167886159,604.3901712
WalkerStand,48,40,924.4342651,0.167886159,604.3901712
WalkerStand,48,46,929.2797852,0.167886159,604.3901712
WalkerStand,48,53,164.9164124,0.167886159,604.3901712
WalkerStand,48,60,208.8892517,0.167886159,604.3901712
WalkerRun,48,0,24.25083923,0.16841325,606.2876989
WalkerRun,48,6,59.76563263,0.16841325,606.2876989
WalkerRun,48,13,158.8742981,0.16841325,606.2876989
WalkerRun,48,20,338.4704895,0.16841325,606.2876989
WalkerRun,48,26,479.0112305,0.16841325,606.2876989
WalkerRun,48,33,580.2663574,0.16841325,606.2876989
WalkerRun,48,40,614.4454346,0.16841325,606.2876989
WalkerRun,48,46,635.6435547,0.16841325,606.2876989
WalkerRun,48,53,658.9592896,0.16841325,606.2876989
WalkerRun,48,60,622.7370605,0.16841325,606.2876989
WalkerWalk,48,0,35.06227493,0.169252188,609.3078756
WalkerWalk,48,6,179.9596558,0.169252188,609.3078756
WalkerWalk,48,13,508.8552246,0.169252188,609.3078756
WalkerWalk,48,20,838.0923462,0.169252188,609.3078756
WalkerWalk,48,26,947.9866943,0.169252188,609.3078756
WalkerWalk,48,33,939.0299683,0.169252188,609.3078756
WalkerWalk,48,40,933.0792236,0.169252188,609.3078756
WalkerWalk,48,46,925.348877,0.169252188,609.3078756
WalkerWalk,48,53,921.7768555,0.169252188,609.3078756
WalkerWalk,48,60,848.579834,0.169252188,609.3078756
FingerSpin,49,0,0.1953125,0.110371248,397.3364939
FingerSpin,49,6,52.03125,0.110371248,397.3364939
FingerSpin,49,13,351.3359375,0.110371248,397.3364939
FingerSpin,49,20,498.234375,0.110371248,397.3364939
FingerSpin,49,26,559.6328125,0.110371248,397.3364939
FingerSpin,49,33,588.921875,0.110371248,397.3364939
FingerSpin,49,40,596.1015625,0.110371248,397.3364939
FingerSpin,49,46,603.0625,0.110371248,397.3364939
FingerSpin,49,53,610.8359375,0.110371248,397.3364939
FingerSpin,49,60,347.9296875,0.110371248,397.3364939
AcrobotSwingup,49,0,2.434935808,0.045303622,163.0930394
AcrobotSwingup,49,6,2.43244648,0.045303622,163.0930394
AcrobotSwingup,49,13,5.182395458,0.045303622,163.0930394
AcrobotSwingup,49,20,4.98568821,0.045303622,163.0930394
AcrobotSwingup,49,26,9.015241623,0.045303622,163.0930394
AcrobotSwingup,49,33,15.72570133,0.045303622,163.0930394
AcrobotSwingup,49,40,11.10634041,0.045303622,163.0930394
AcrobotSwingup,49,46,14.12000275,0.045303622,163.0930394
AcrobotSwingup,49,53,22.95614624,0.045303622,163.0930394
AcrobotSwingup,49,60,27.00379562,0.045303622,163.0930394
PendulumSwingup,49,0,0.25,0.045298882,163.0759741
PendulumSwingup,49,6,1.359375,0.045298882,163.0759741
PendulumSwingup,49,13,1.4921875,0.045298882,163.0759741
PendulumSwingup,49,20,4.65625,0.045298882,163.0759741
PendulumSwingup,49,26,6.25,0.045298882,163.0759741
PendulumSwingup,49,33,6.8359375,0.045298882,163.0759741
PendulumSwingup,49,40,6.6484375,0.045298882,163.0759741
PendulumSwingup,49,46,7.3125,0.045298882,163.0759741
PendulumSwingup,49,53,39.765625,0.045298882,163.0759741
PendulumSwingup,49,60,47.9296875,0.045298882,163.0759741
CartpoleSwingupSparse,49,0,0,0.047838339,172.2180189
CartpoleSwingupSparse,49,6,0.3828125,0.047838339,172.2180189
CartpoleSwingupSparse,49,13,29.0390625,0.047838339,172.2180189
CartpoleSwingupSparse,49,20,32.046875,0.047838339,172.2180189
CartpoleSwingupSparse,49,26,4.9609375,0.047838339,172.2180189
CartpoleSwingupSparse,49,33,0,0.047838339,172.2180189
CartpoleSwingupSparse,49,40,0,0.047838339,172.2180189
CartpoleSwingupSparse,49,46,0,0.047838339,172.2180189
CartpoleSwingupSparse,49,53,0,0.047838339,172.2180189
CartpoleSwingupSparse,49,60,0,0.047838339,172.2180189
AcrobotSwingupSparse,49,0,0.125,0.047522124,171.079648
AcrobotSwingupSparse,49,6,0.046875,0.047522124,171.079648
AcrobotSwingupSparse,49,13,0.28125,0.047522124,171.079648
AcrobotSwingupSparse,49,20,0.1015625,0.047522124,171.079648
AcrobotSwingupSparse,49,26,0,0.047522124,171.079648
AcrobotSwingupSparse,49,33,0,0.047522124,171.079648
AcrobotSwingupSparse,49,40,0.28125,0.047522124,171.079648
AcrobotSwingupSparse,49,46,0.0859375,0.047522124,171.079648
AcrobotSwingupSparse,49,53,0,0.047522124,171.079648
AcrobotSwingupSparse,49,60,0.1875,0.047522124,171.079648
FishSwim,49,0,69.63340759,0.137859729,496.2950227
FishSwim,49,6,111.1018677,0.137859729,496.2950227
FishSwim,49,13,215.1349487,0.137859729,496.2950227
FishSwim,49,20,385.7779846,0.137859729,496.2950227
FishSwim,49,26,479.4098511,0.137859729,496.2950227
FishSwim,49,33,573.5603638,0.137859729,496.2950227
FishSwim,49,40,606.5620117,0.137859729,496.2950227
FishSwim,49,46,619.223877,0.137859729,496.2950227
FishSwim,49,53,598.0025635,0.137859729,496.2950227
FishSwim,49,60,560.4700317,0.137859729,496.2950227
HopperHop,49,0,0.059510075,0.147029257,529.3053265
HopperHop,49,6,0.017546257,0.147029257,529.3053265
HopperHop,49,13,0.010104535,0.147029257,529.3053265
HopperHop,49,20,0.002699103,0.147029257,529.3053265
HopperHop,49,26,0.005065524,0.147029257,529.3053265
HopperHop,49,33,0.006539707,0.147029257,529.3053265
HopperHop,49,40,0.004595429,0.147029257,529.3053265
HopperHop,49,46,0.459050357,0.147029257,529.3053265
HopperHop,49,53,0.00320625,0.147029257,529.3053265
HopperHop,49,60,0.639067054,0.147029257,529.3053265
HopperStand,49,0,1.901213408,0.146191871,526.2907356
HopperStand,49,6,1.943358183,0.146191871,526.2907356
HopperStand,49,13,7.230704308,0.146191871,526.2907356
HopperStand,49,20,3.994796515,0.146191871,526.2907356
HopperStand,49,26,5.708335876,0.146191871,526.2907356
HopperStand,49,33,29.91612816,0.146191871,526.2907356
HopperStand,49,40,68.3644104,0.146191871,526.2907356
HopperStand,49,46,96.92906189,0.146191871,526.2907356
HopperStand,49,53,147.7403717,0.146191871,526.2907356
HopperStand,49,60,176.5574493,0.146191871,526.2907356
CheetahRun,49,0,3.475638866,0.092113154,331.6073557
CheetahRun,49,6,291.2184143,0.092113154,331.6073557
CheetahRun,49,13,587.583374,0.092113154,331.6073557
CheetahRun,49,20,729.0384521,0.092113154,331.6073557
CheetahRun,49,26,785.4750977,0.092113154,331.6073557
CheetahRun,49,33,859.397583,0.092113154,331.6073557
CheetahRun,49,40,878.9160767,0.092113154,331.6073557
CheetahRun,49,46,885.923584,0.092113154,331.6073557
CheetahRun,49,53,890.8564453,0.092113154,331.6073557
CheetahRun,49,60,888.7767944,0.092113154,331.6073557
WalkerStand,49,0,134.5121155,0.166752216,600.3079761
WalkerStand,49,6,261.3231201,0.166752216,600.3079761
WalkerStand,49,13,448.0890503,0.166752216,600.3079761
WalkerStand,49,20,635.5582275,0.166752216,600.3079761
WalkerStand,49,26,851.585083,0.166752216,600.3079761
WalkerStand,49,33,937.4602051,0.166752216,600.3079761
WalkerStand,49,40,932.8519287,0.166752216,600.3079761
WalkerStand,49,46,947.7120972,0.166752216,600.3079761
WalkerStand,49,53,922.9516602,0.166752216,600.3079761
WalkerStand,49,60,772.6293945,0.166752216,600.3079761
WalkerRun,49,0,23.69425774,0.167023331,601.2839902
